Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P0A6P1	P0A7E9	TSF	PYRH					16606699:0096:HT
P0A6P1	P0A7W1	TSF	RPSE					15690043:0096:HT|15690043:0676:HT
P0A6P1	P0A944	TSF	RIMI					19402753:0676:HT
P0A6P1	P0AEF0	TSF	DNAC					16606699:0096:HT
P0A6P1	P0CE47	TSF	TUFA					15690043:0096:HT|15690043:0676:HT|20798060:0096:LC|16606699:0096:HT
P0A6P1	P0CE48	TSF	TUFB					15690043:0676:HT|20798060:0096:LC
P0A6P1	P30015	TSF	LHR					19402753:0676:HT
P0A6P1	P33128	TSF	YADV					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6P1	P36560	TSF	ASR					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6P1	P76773	TSF	OMPL					16606699:0096:HT
P0A6P1	Q47679	TSF	YAFV					19402753:0676:HT
P0A6P5	P0A6P5	DER	DER					15690043:0676:HT
P0A6P5	P0A7V0	DER	RPSB					15690043:0096:HT|15690043:0676:HT
P0A6P5	P0A7V3	DER	RPSC					15690043:0096:HT|15690043:0676:HT
P0A6P5	P0ADY3	DER	RPLN					15690043:0096:HT|15690043:0676:HT
P0A6P5	P60422	DER	RPLB					15690043:0096:HT|15690043:0676:HT
P0A6P5	P60723	DER	RPLD					15690043:0096:HT|15690043:0676:HT
P0A6P5	P76092	DER	YNBC					15690043:0096:HT|15690043:0676:HT
P0A6P5	P76503	DER	FADI					19402753:0676:HT
P0A6P7	P0A6P7	ENGB	ENGB					15690043:0676:HT
P0A6P7	P0A8M6	ENGB	YEEX					19402753:0676:HT
P0A6P9	P0A6P9	ENO	ENO					15690043:0676:HT|15236960:0069:LC
P0A6P9	P0A6Q3	ENO	FABA					19402753:0676:HT
P0A6P9	P0A6Q6	ENO	FABZ					15690043:0096:HT|15690043:0676:HT
P0A6P9	P0A6X3	ENO	HFQ					15690043:0096:HT|15690043:0676:HT
P0A6P9	P0A6Y8	ENO	DNAK					15690043:0096:HT|15690043:0676:HT
P0A6P9	P0A759	ENO	NAGB					19402753:0676:HT
P0A6P9	P0A761	ENO	NANE					16606699:0096:HT
P0A6P9	P0A799	ENO	PGK					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6P9	P0A7R1	ENO	RPLI					16606699:0096:HT
P0A6P9	P0A7W1	ENO	RPSE					15690043:0096:HT|15690043:0676:HT
P0A6P9	P0A836	ENO	SUCC					19402753:0676:HT
P0A6P9	P0A8J8	ENO	RHLB					15690043:0096:HT|15690043:0676:HT
P0A6P9	P0A8M3	ENO	THRS					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6P9	P0A8N5	ENO	LYSU					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6P9	P0A901	ENO	BLC					19402753:0676:HT
P0A6P9	P0A9J0	ENO	RNG					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6P9	P0A9L8	ENO	PROC					19402753:0676:HT
P0A6P9	P0AAS7	ENO	YBCJ					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6P9	P0ABS1	ENO	DKSA					19402753:0676:HT
P0A6P9	P0ABU7	ENO	EXBB					19402753:0676:HT
P0A6P9	P0ACV4	ENO	LAPA					19402753:0676:HT
P0A6P9	P0ADI0	ENO	PINR					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6P9	P0ADZ0	ENO	RPLW					16606699:0096:HT
P0A6P9	P0AE06	ENO	ACRA					19402753:0676:HT
P0A6P9	P0AG07	ENO	RPE					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6P9	P0C054	ENO	IBPA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6P9	P13482	ENO	TREA					19402753:0676:HT
P0A6P9	P18843	ENO	NADE					16606699:0096:HT
P0A6P9	P21513	ENO	RNE					15690043:0096:HT|15236960:0071:LC|16139413:0004:LC|8632981:0019:LC|15690043:0676:HT|20729366:0007:LC|9732274:0018:LC|15236960:0069:LC|9732274:0019:LC
P0A6P9	P23917	ENO	MAK					19402753:0676:HT
P0A6P9	P28305	ENO	PABC					19402753:0676:HT
P0A6P9	P30015	ENO	LHR					19402753:0676:HT
P0A6P9	P30870	ENO	GLNE					19402753:0676:HT
P0A6P9	P31133	ENO	POTF					19402753:0676:HT
P0A6P9	P31677	ENO	OTSA					19402753:0676:HT
P0A6P9	P33570	ENO	TKTB					19402753:0676:HT
P0A6P9	P36767	ENO	RDGC					16606699:0096:HT
P0A6P9	P36879	ENO	YADG					19402753:0676:HT
P0A6P9	P36995	ENO	CSPB					15690043:0096:HT|15690043:0676:HT
P0A6P9	P37642	ENO	YHJD					19402753:0676:HT
P0A6P9	P37751	ENO	WBBK					19402753:0676:HT
P0A6P9	P39180	ENO	FLU					19402753:0676:HT
P0A6P9	P46474	ENO	YHDP					19402753:0676:HT
P0A6P9	P46923	ENO	TORZ					19402753:0676:HT
P0A6P9	P69913	ENO	CSRA					19402753:0676:HT
P0A6P9	P76062	ENO	RACR					16606699:0096:HT
P0A6P9	P76536	ENO	YFEX					16606699:0096:HT
P0A6P9	P77216	ENO	YBDN					16606699:0096:HT
P0A6P9	P77247	ENO	HXPB					15690043:0096:HT|15690043:0676:HT
P0A6P9	P77539	ENO	YDJL					19402753:0676:HT
P0A6P9	Q46856	ENO	YQHD					19402753:0676:HT
P0A6P9	Q47710	ENO	YQJK					16606699:0096:HT
P0A6Q3	P0A6Q3	FABA	FABA					15690043:0676:HT
P0A6Q3	P0A799	FABA	PGK					19402753:0676:HT
P0A6Q3	P0A7J7	FABA	RPLK					19402753:0676:HT
P0A6Q3	P0A7K6	FABA	RPLS					15690043:0096:HT|15690043:0676:HT
P0A6Q3	P0A7L0	FABA	RPLA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Q3	P0A7M2	FABA	RPMB					19402753:0676:HT
P0A6Q3	P0A7S9	FABA	RPSM					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Q3	P0A7T7	FABA	RPSR					15690043:0096:HT|15690043:0676:HT
P0A6Q3	P0A7V0	FABA	RPSB					15690043:0096:HT|15690043:0676:HT
P0A6Q3	P0A7V3	FABA	RPSC					19402753:0676:HT
P0A6Q3	P0A7W1	FABA	RPSE					15690043:0096:HT|15690043:0676:HT
P0A6Q3	P0A7X3	FABA	RPSI					15690043:0096:HT|15690043:0676:HT
P0A6Q3	P0A817	FABA	METK					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Q3	P0A850	FABA	TIG					19737520:0096:LC|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Q3	P0A8T7	FABA	RPOC					16606699:0096:HT
P0A6Q3	P0A8V2	FABA	RPOB					16606699:0096:HT
P0A6Q3	P0A953	FABA	FABB					19402753:0676:HT
P0A6Q3	P0A9B2	FABA	GAPA					19402753:0676:HT
P0A6Q3	P0A9P6	FABA	DEAD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0A6Q3	P0ABD5	FABA	ACCA					15690043:0096:HT|15690043:0676:HT
P0A6Q3	P0ACF0	FABA	HUPA					15690043:0096:HT|15690043:0676:HT
P0A6Q3	P0AE08	FABA	AHPC					19402753:0676:HT
P0A6Q3	P0AFG6	FABA	SUCB					16606699:0096:HT
P0A6Q3	P0AG48	FABA	RPLU					19402753:0676:HT
P0A6Q3	P0AG67	FABA	RPSA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Q3	P0AGD7	FABA	FFH					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Q3	P0CE47	FABA	TUFA					15690043:0096:HT|15690043:0676:HT
P0A6Q3	P0CE48	FABA	TUFB					15690043:0676:HT
P0A6Q3	P28915	FABA	YBFC					16606699:0096:HT
P0A6Q3	P60422	FABA	RPLB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Q3	P65807	FABA	YGEY					16606699:0096:HT
P0A6Q3	P69910	FABA	GADB					19402753:0676:HT
P0A6Q3	P76214	FABA	VES					15690043:0096:HT|15690043:0676:HT
P0A6Q3	P76464	FABA	YFAS		B2227/B2228			16606699:0096:HT
P0A6Q3	P76515	FABA	YFDS					16606699:0096:HT
P0A6Q3	Q8VNN2	FABA	LACZ					16606699:0096:HT
P0A6Q6	P0A6Q6	FABZ	FABZ					15690043:0676:HT
P0A6Q6	P0A7J3	FABZ	RPLJ					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0A7K6	FABZ	RPLS					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0A7L0	FABZ	RPLA					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0A7R1	FABZ	RPLI					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0A7V0	FABZ	RPSB					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0A7V3	FABZ	RPSC					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0A7V8	FABZ	RPSD					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0A7W1	FABZ	RPSE					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0A8A2	FABZ	YEEN					16606699:0096:HT
P0A6Q6	P0A9K3	FABZ	YBEZ					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0A9K6	FABZ	YBEZ					15690043:0676:HT
P0A6Q6	P0A9M0	FABZ	LON					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0AA10	FABZ	RPLM					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0ABH9	FABZ	CLPA					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0AEV9	FABZ	HYCI					16606699:0096:HT
P0A6Q6	P0AG55	FABZ	RPLF					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0AG67	FABZ	RPSA					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0AGD7	FABZ	FFH					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0CE47	FABZ	TUFA					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P0CE48	FABZ	TUFB					15690043:0676:HT
P0A6Q6	P0DM85	FABZ	CRFC					16606699:0096:HT
P0A6Q6	P21513	FABZ	RNE					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P36659	FABZ	CBPA					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P36930	FABZ	GATR		B2087/B2090			16606699:0096:HT
P0A6Q6	P60422	FABZ	RPLB					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P60438	FABZ	RPLC					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P60723	FABZ	RPLD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0A6Q6	P61175	FABZ	RPLV					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P62399	FABZ	RPLE					15690043:0096:HT|15690043:0676:HT
P0A6Q6	P75882	FABZ	GFCD					16606699:0096:HT
P0A6R0	P0A6R0	FABH	FABH					15690043:0007:HT|15690043:0676:HT
P0A6R0	P18843	FABH	NADE					16606699:0096:HT
P0A6R0	P37095	FABH	PEPB					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0A6R0	P37326	FABH	INTS					16606699:0096:HT
P0A6R3	P0A6R3	FIS	FIS					15690043:0676:HT
P0A6R3	P0A6Y8	FIS	DNAK					15690043:0096:HT|15690043:0676:HT
P0A6R3	P0A7K6	FIS	RPLS					15690043:0096:HT|15690043:0676:HT
P0A6R3	P0A7L3	FIS	RPLT					15690043:0096:HT|15690043:0676:HT
P0A6R3	P0A7N9	FIS	RPMG					15690043:0096:HT|15690043:0676:HT
P0A6R3	P0A7R5	FIS	RPSJ					15690043:0096:HT|15690043:0676:HT
P0A6R3	P0A7S9	FIS	RPSM					15690043:0096:HT|15690043:0676:HT
P0A6R3	P0A7V0	FIS	RPSB					15690043:0096:HT|15690043:0676:HT
P0A6R3	P0A7V3	FIS	RPSC					16606699:0096:HT
P0A6R3	P0A7V8	FIS	RPSD					16606699:0096:HT
P0A6R3	P0A7W1	FIS	RPSE					15690043:0096:HT|15690043:0676:HT
P0A6R3	P0A8T7	FIS	RPOC					15690043:0096:HT|15690043:0676:HT
P0A6R3	P0AA10	FIS	RPLM					15690043:0096:HT|15690043:0676:HT
P0A6R3	P0ACF0	FIS	HUPA					15690043:0096:HT|15690043:0676:HT
P0A6R3	P0ACF4	FIS	HUPB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6R3	P0ADZ0	FIS	RPLW					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0A6R3	P30139	FIS	THIG					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6R3	P30864	FIS	YAFC					19402753:0676:HT
P0A6R3	P60422	FIS	RPLB					16606699:0096:HT
P0A6R3	P60438	FIS	RPLC					15690043:0096:HT|15690043:0676:HT
P0A6R3	P60723	FIS	RPLD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P0A6R3	P61175	FIS	RPLV					15690043:0096:HT|15690043:0676:HT
P0A6R3	P64599	FIS	UBIT					16606699:0096:HT
P0A6R3	P75989	FIS	BLUR					16606699:0096:HT
P0A6R3	P76268	FIS	KDGR					19402753:0676:HT
P0A6S3	P0AEM0	FLGI	FKPB					19402753:0676:HT|15690043:0676:HT
P0A6S3	P32053	FLGI	INTA					15690043:0096:HT|19402753:0676:HT
P0A6S5	P0A7F6	FTSB	SPED					16606699:0096:HT
P0A6S7	P0A951	GPSA	SPEG					16606699:0096:HT
P0A6S7	P0A9H3	GPSA	CADA					16606699:0096:HT
P0A6S7	P0ACF0	GPSA	HUPA					19402753:0676:HT
P0A6S7	P0AE08	GPSA	AHPC					16606699:0096:HT
P0A6S7	P0AG30	GPSA	RHO					16606699:0096:HT
P0A6S7	P18843	GPSA	NADE					16606699:0096:HT
P0A6T1	P0C8J8	PGI	GATZ					16606699:0096:HT
P0A6T1	P0DMC9	PGI	RCSA					16606699:0096:HT
P0A6T1	P16678	PGI	PHNK					19402753:0676:HT
P0A6T1	P30137	PGI	THIE					16606699:0096:HT
P0A6T1	P33919	PGI	RADD					16606699:0096:HT
P0A6T1	P37627	PGI	YHIJ					16606699:0096:HT
P0A6T1	P71229	PGI	HYFR					16606699:0096:HT
P0A6T1	P76423	PGI	THIM					16606699:0096:HT
P0A6U3	P0A6U3	MNMG	MNMG					15690043:0676:HT
P0A6U3	P0AF90	MNMG	RRAB					19402753:0676:HT
P0A6U3	P31449	MNMG	YIDL					16606699:0096:HT
P0A6U3	P33347	MNMG	YEHK					16606699:0096:HT
P0A6U3	P33667	MNMG	SELU					16606699:0096:HT
P0A6U3	P37769	MNMG	KDUD					16606699:0096:HT
P0A6U3	P52102	MNMG	YFHL					16606699:0096:HT
P0A6U3	P52140	MNMG	YFJY					16606699:0096:HT
P0A6U3	P69451	MNMG	FADD					16606699:0096:HT
P0A6U3	P77202	MNMG	DSBG					16606699:0096:HT
P0A6U3	P77791	MNMG	MAA					16606699:0096:HT
P0A6U5	P0A6U5	RSMG	RSMG					15690043:0676:HT
P0A6U5	P0A705	RSMG	INFB					15690043:0096:HT|15690043:0676:HT
P0A6U5	P0A7V0	RSMG	RPSB					15690043:0096:HT|15690043:0676:HT
P0A6U5	P0A9P0	RSMG	LPDA					15690043:0096:HT|15690043:0676:HT
P0A6U5	P0AA10	RSMG	RPLM					15690043:0096:HT|15690043:0676:HT
P0A6U5	P0AFG8	RSMG	ACEE					15690043:0096:HT|15690043:0676:HT
P0A6U5	P30011	RSMG	NADC					15690043:0096:HT|15690043:0676:HT
P0A6U5	P31224	RSMG	ACRB					15690043:0096:HT|15690043:0676:HT
P0A6V1	P0AF12	GLGC	MTNN					16606699:0096:HT
P0A6V1	P10378	GLGC	ENTE					16606699:0096:HT
P0A6V1	P24240	GLGC	ASCB					16606699:0096:HT
P0A6V1	P39321	GLGC	TAMB					16606699:0096:HT
P0A6V1	P75767	GLGC	YBHK					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6V8	P0A8I3	GLK	YAAA					16606699:0096:HT
P0A6V8	P18843	GLK	NADE					16606699:0096:HT
P0A6V8	P77721	GLK	YDJF					16606699:0096:HT
P0A6W0	P0AAG8	GLSA2	MGLA					16606699:0096:HT
P0A6W0	P0CI31	GLSA2	HCAB					16606699:0096:HT
P0A6W5	P0A6W5	GREA	GREA					15690043:0676:HT
P0A6W5	P0A6Y8	GREA	DNAK					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0A705	GREA	INFB					16606699:0096:HT
P0A6W5	P0A717	GREA	PRS					16606699:0096:HT
P0A6W5	P0A7J3	GREA	RPLJ					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0A7L8	GREA	RPMA					16606699:0096:HT
P0A6W5	P0A7R5	GREA	RPSJ					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0A7V0	GREA	RPSB					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0A7W1	GREA	RPSE					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0A7Z4	GREA	RPOA					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6W5	P0A8M3	GREA	THRS					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0A8T7	GREA	RPOC					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0A8V2	GREA	RPOB					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0A9B2	GREA	GAPA					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0A9Q7	GREA	ADHE					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0AA10	GREA	RPLM					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0ABB4	GREA	ATPD					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0ACF4	GREA	HUPB					16606699:0096:HT
P0A6W5	P0ACY3	GREA	YEAG					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0ADG7	GREA	GUAB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6W5	P0AEM0	GREA	FKPB					16606699:0096:HT
P0A6W5	P0AFG8	GREA	ACEE					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0AFZ3	GREA	SSPB					16606699:0096:HT
P0A6W5	P0AG30	GREA	RHO					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0AGJ5	GREA	YFIF					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0AGJ6	GREA	YFIF					15690043:0676:HT
P0A6W5	P0C8J8	GREA	GATZ					15690043:0096:HT|15690043:0676:HT
P0A6W5	P0CE47	GREA	TUFA					15690043:0096:HT
P0A6W5	P0CE48	GREA	TUFB					15690043:0676:HT
P0A6W5	P10408	GREA	SECA					15690043:0096:HT|15690043:0676:HT
P0A6W5	P18843	GREA	NADE					16606699:0096:HT
P0A6W5	P23484	GREA	FECI					16606699:0096:HT
P0A6W5	P24182	GREA	ACCC					16606699:0096:HT
P0A6W5	P25665	GREA	METE					15690043:0096:HT|15690043:0676:HT
P0A6W5	P30177	GREA	YBIB					16606699:0096:HT
P0A6W5	P32162	GREA	YIIS					16606699:0096:HT
P0A6W5	P37147	GREA	FXSA					16606699:0096:HT
P0A6W5	P37610	GREA	TAUD					16606699:0096:HT
P0A6W5	P60422	GREA	RPLB					15690043:0096:HT|15690043:0676:HT
P0A6W5	P60723	GREA	RPLD					15690043:0096:HT|15690043:0676:HT
P0A6W5	P62399	GREA	RPLE					15690043:0096:HT|15690043:0676:HT
P0A6W5	P75991	GREA	YCGZ					16606699:0096:HT
P0A6W5	P76356	GREA	YOEA		B1995|B1998			16606699:0096:HT
P0A6W5	P77319	GREA	HSCC					16606699:0096:HT
P0A6W9	P0AF90	GSHA	RRAB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6W9	P40120	GSHA	MDOD					16606699:0096:HT
P0A6W9	P76104	GSHA	RLHA					16606699:0096:HT
P0A6X1	P60584	HEMA	CAIA					16606699:0096:HT
P0A6X3	P0A6X3	HFQ	HFQ					15690043:0676:HT
P0A6X3	P0A6Y8	HFQ	DNAK					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A722	HFQ	LPXA					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A799	HFQ	PGK					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A7K2	HFQ	RPLL					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A7K6	HFQ	RPLS					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A7L0	HFQ	RPLA					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A7L3	HFQ	RPLT					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A7M2	HFQ	RPMB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A7R1	HFQ	RPLI					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A7S9	HFQ	RPSM					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A7T3	HFQ	RPSP					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A7T7	HFQ	RPSR					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A7V0	HFQ	RPSB					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A7V3	HFQ	RPSC					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A7V8	HFQ	RPSD					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6X3	P0A7W1	HFQ	RPSE					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A7Z4	HFQ	RPOA					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A847	HFQ	TGT					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A850	HFQ	TIG					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A8E5	HFQ	YACL					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A8E6	HFQ	YACL					15690043:0676:HT
P0A6X3	P0A8T7	HFQ	RPOC					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A8V2	HFQ	RPOB					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A972	HFQ	CSPE					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A9J0	HFQ	RNG					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A9M0	HFQ	LON					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A9P6	HFQ	DEAD					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0A9X9	HFQ	CSPA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0A9Y6	HFQ	CSPC					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0AA10	HFQ	RPLM					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0ABF1	HFQ	PCNB					20472786:0007:LC|-1:0019:LC
P0A6X3	P0ABT2	HFQ	DPS					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0ACF0	HFQ	HUPA					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0ACF4	HFQ	HUPB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0ACI0	HFQ	ROB					16606699:0096:HT
P0A6X3	P0AD07	HFQ	YECF					16606699:0096:HT
P0A6X3	P0ADY3	HFQ	RPLN					16606699:0096:HT
P0A6X3	P0AEH5	HFQ	ELAB					16606699:0096:HT
P0A6X3	P0AEU7	HFQ	SKP					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0AF76	HFQ	YJFI					16606699:0096:HT
P0A6X3	P0AG24	HFQ	SPOT					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0AG30	HFQ	RHO					21673658:0051:LC|15690043:0096:HT|21673658:0096:LC|15690043:0676:HT
P0A6X3	P0AG48	HFQ	RPLU					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0AG67	HFQ	RPSA					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0AGJ5	HFQ	YFIF					15690043:0096:HT|15690043:0676:HT
P0A6X3	P0AGJ6	HFQ	YFIF					15690043:0676:HT
P0A6X3	P0CE47	HFQ	TUFA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P0CE48	HFQ	TUFB					19402753:0676:HT|15690043:0676:HT
P0A6X3	P10408	HFQ	SECA					15690043:0096:HT|15690043:0676:HT
P0A6X3	P14081	HFQ	SELB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P19926	HFQ	AGP					16606699:0096:HT
P0A6X3	P21499	HFQ	RNR					15690043:0096:HT|15690043:0676:HT
P0A6X3	P21513	HFQ	RNE					15690043:0096:HT|15690043:0676:HT
P0A6X3	P21645	HFQ	LPXD					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P25728	HFQ	YGBA					16606699:0096:HT
P0A6X3	P26608	HFQ	FLIS					16606699:0096:HT
P0A6X3	P30235	HFQ	PSUK					16606699:0096:HT
P0A6X3	P30871	HFQ	YGIF					15690043:0096:HT|15690043:0676:HT
P0A6X3	P33224	HFQ	AIDB					15690043:0096:HT|15690043:0676:HT
P0A6X3	P36995	HFQ	CSPB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P37765	HFQ	RLUB					15690043:0096:HT|15690043:0676:HT
P0A6X3	P39177	HFQ	USPG					16606699:0096:HT
P0A6X3	P43329	HFQ	HRPA					15690043:0096:HT|15690043:0676:HT
P0A6X3	P60422	HFQ	RPLB					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6X3	P60438	HFQ	RPLC					15690043:0096:HT|15690043:0676:HT
P0A6X3	P60624	HFQ	RPLX					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P60723	HFQ	RPLD					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P61175	HFQ	RPLV					15690043:0096:HT|15690043:0676:HT
P0A6X3	P68739	HFQ	NFI					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P69913	HFQ	CSRA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X3	P75864	HFQ	RLML					15690043:0096:HT|15690043:0676:HT
P0A6X3	P76280	HFQ	YOBB					16606699:0096:HT
P0A6X7	P0A6X7	IHFA	IHFA					15690043:0676:HT
P0A6X7	P0A6Y1	IHFA	IHFB					15690043:0096:HT|15690043:0676:HT
P0A6X7	P0A6Y8	IHFA	DNAK					16606699:0096:HT
P0A6X7	P0A7L0	IHFA	RPLA					15690043:0096:HT|15690043:0676:HT
P0A6X7	P0A7V0	IHFA	RPSB					15690043:0096:HT|15690043:0676:HT
P0A6X7	P0A7V8	IHFA	RPSD					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6X7	P0A8M6	IHFA	YEEX					19402753:0676:HT
P0A6X7	P0AAN9	IHFA	IRAP					16606699:0096:HT
P0A6X7	P0AAS7	IHFA	YBCJ					19402753:0676:HT
P0A6X7	P0ABV2	IHFA	EXBD					19402753:0676:HT
P0A6X7	P0ACF4	IHFA	HUPB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X7	P0ACI0	IHFA	ROB					19402753:0676:HT
P0A6X7	P0ADY3	IHFA	RPLN					16606699:0096:HT
P0A6X7	P0AFP4	IHFA	YBBO					19402753:0676:HT
P0A6X7	P0AFS3	IHFA	FOLM					16606699:0096:HT
P0A6X7	P0AGJ5	IHFA	YFIF					16606699:0096:HT
