Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P0A6X7	P0AGK8	IHFA	ISCR					19402753:0676:HT
P0A6X7	P18843	IHFA	NADE					16606699:0096:HT
P0A6X7	P21499	IHFA	RNR					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X7	P30958	IHFA	MFD					16606699:0096:HT
P0A6X7	P33341	IHFA	YEHB					16606699:0096:HT
P0A6X7	P33997	IHFA	ALPA					16606699:0096:HT
P0A6X7	P37765	IHFA	RLUB					19402753:0676:HT
P0A6X7	P37903	IHFA	USPF					19402753:0676:HT
P0A6X7	P43341	IHFA	LPXH					16606699:0096:HT
P0A6X7	P60438	IHFA	RPLC					15690043:0096:HT|15690043:0676:HT
P0A6X7	P62399	IHFA	RPLE					15690043:0096:HT|15690043:0676:HT
P0A6X7	P68739	IHFA	NFI					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6X7	P76268	IHFA	KDGR					19402753:0676:HT
P0A6X7	P77400	IHFA	YBAT					19402753:0676:HT
P0A6X7	Q46865	IHFA	MQSR					16606699:0096:HT
P0A6Y1	P0A6Y1	IHFB	IHFB					15690043:0676:HT
P0A6Y1	P0A7K6	IHFB	RPLS					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0A7L0	IHFB	RPLA					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0A7M6	IHFB	RPMC					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0A7N9	IHFB	RPMG					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0A7S9	IHFB	RPSM					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0A7U3	IHFB	RPSS					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0A7V3	IHFB	RPSC					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0A7V8	IHFB	RPSD					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0A7W1	IHFB	RPSE					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0A7W7	IHFB	RPSH					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0A8T7	IHFB	RPOC					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Y1	P0AA10	IHFB	RPLM					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0ABW0	IHFB	HCAC					16606699:0096:HT
P0A6Y1	P0ACF0	IHFB	HUPA					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0ACF4	IHFB	HUPB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Y1	P0ADY7	IHFB	RPLP					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0ADZ0	IHFB	RPLW					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0AER8	IHFB	GLTS					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Y1	P0AF90	IHFB	RRAB					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0AFF6	IHFB	NUSA					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0AG48	IHFB	RPLU					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P0AGK4	IHFB	YHBY					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P39160	IHFB	UXUB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Y1	P60422	IHFB	RPLB					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P60438	IHFB	RPLC					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P60723	IHFB	RPLD					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P61175	IHFB	RPLV					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P62399	IHFB	RPLE					15690043:0096:HT|15690043:0676:HT
P0A6Y1	P68739	IHFB	NFI					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P0A6Y5	P0A6Y5	HSLO	HSLO					15690043:0676:HT
P0A6Y5	P0A7R5	HSLO	RPSJ					15690043:0096:HT|15690043:0676:HT
P0A6Y5	P0A7S3	HSLO	RPSL					15690043:0096:HT|15690043:0676:HT
P0A6Y5	P0A7V0	HSLO	RPSB					15690043:0096:HT|15690043:0676:HT
P0A6Y5	P0A7V3	HSLO	RPSC					15690043:0096:HT|15690043:0676:HT
P0A6Y5	P0A7W1	HSLO	RPSE					15690043:0096:HT|15690043:0676:HT
P0A6Y5	P0AEC3	HSLO	ARCB					15690043:0096:HT|15690043:0676:HT
P0A6Y5	P0CE47	HSLO	TUFA					15690043:0096:HT|15690043:0676:HT
P0A6Y5	P0CE48	HSLO	TUFB					15690043:0676:HT
P0A6Y5	P33593	HSLO	NIKD					15690043:0096:HT|15690043:0676:HT
P0A6Y5	P60438	HSLO	RPLC					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A6Z1	DNAK	HSCA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A705	DNAK	INFB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A717	DNAK	PRS					15690043:0676:HT
P0A6Y8	P0A759	DNAK	NAGB					16606699:0096:HT
P0A6Y8	P0A763	DNAK	NDK					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A799	DNAK	PGK					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A7A9	DNAK	PPA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A7B3	DNAK	NADK					16606699:0096:HT
P0A6Y8	P0A7D7	DNAK	PURC					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A7E9	DNAK	PYRH					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A7F6	DNAK	SPED					16606699:0096:HT
P0A6Y8	P0A7F9	DNAK	QUEA					16606699:0096:HT
P0A6Y8	P0A7I0	DNAK	PRFA					16606699:0096:HT
P0A6Y8	P0A7J3	DNAK	RPLJ					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P0A7J7	DNAK	RPLK					16606699:0096:HT
P0A6Y8	P0A7K6	DNAK	RPLS					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A7N9	DNAK	RPMG					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P0A7R1	DNAK	RPLI					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P0A7T3	DNAK	RPSP					16606699:0096:HT
P0A6Y8	P0A7V0	DNAK	RPSB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A7Y8	DNAK	RNPA					16606699:0096:HT
P0A6Y8	P0A800	DNAK	RPOZ					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P0A812	DNAK	RUVB					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P0A817	DNAK	METK					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A853	DNAK	TNAA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A858	DNAK	TPIA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A8G3	DNAK	UXAC					16606699:0096:HT
P0A6Y8	P0A8I5	DNAK	TRMB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A8J8	DNAK	RHLB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A8M3	DNAK	THRS					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A8S9	DNAK	FLHD					16606699:0096:HT
P0A6Y8	P0A8T7	DNAK	RPOC					16606699:0096:HT
P0A6Y8	P0A8Y5	DNAK	YIDA					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P0A953	DNAK	FABB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A991	DNAK	FBAB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A9A6	DNAK	FTSZ					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A9B2	DNAK	GAPA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A9C3	DNAK	GALM					16606699:0096:HT
P0A6Y8	P0A9I5	DNAK	NAPD					16606699:0096:HT
P0A6Y8	P0A9J0	DNAK	RNG					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A9M0	DNAK	LON					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A9Q5	DNAK	ACCD					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A9Q9	DNAK	ASD					16606699:0096:HT
P0A6Y8	P0A9S3	DNAK	GATD					16606699:0096:HT
P0A6Y8	P0A9T8	DNAK	YBBA					16606699:0096:HT
P0A6Y8	P0A9W0	DNAK	ULAR					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0A9X4	DNAK	MREB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AA31	DNAK	YEDF					16606699:0096:HT
P0A6Y8	P0AAG3	DNAK	GLTL					16606699:0096:HT
P0A6Y8	P0AAI1	DNAK	SSUB					16606699:0096:HT
P0A6Y8	P0AAI5	DNAK	FABF					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AAQ2	DNAK	YAJD					16606699:0096:HT
P0A6Y8	P0AAR3	DNAK	YBAK					16606699:0096:HT
P0A6Y8	P0AAS9	DNAK	YBDD					16606699:0096:HT
P0A6Y8	P0AAX8	DNAK	YBIS					16606699:0096:HT
P0A6Y8	P0AB24	DNAK	EFEO					16606699:0096:HT
P0A6Y8	P0AB43	DNAK	YCGL					16606699:0096:HT
P0A6Y8	P0AB71	DNAK	FBAA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AB83	DNAK	NTH					16606699:0096:HT
P0A6Y8	P0AB91	DNAK	AROG					16606699:0096:HT
P0A6Y8	P0ABA4	DNAK	ATPH					16606699:0096:HT
P0A6Y8	P0ABD5	DNAK	ACCA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0ABD8	DNAK	ACCB					16606699:0096:HT
P0A6Y8	P0ABH0	DNAK	FTSA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0ABH3	DNAK	FTSA					15690043:0676:HT
P0A6Y8	P0ABH9	DNAK	CLPA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0ABJ1	DNAK	CYOA					16606699:0096:HT
P0A6Y8	P0ABS8	DNAK	HOLE					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P0ABW0	DNAK	HCAC					16606699:0096:HT
P0A6Y8	P0ABZ6	DNAK	SURA					16606699:0096:HT
P0A6Y8	P0AC38	DNAK	ASPA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AC53	DNAK	ZWF					16606699:0096:HT
P0A6Y8	P0AC55	DNAK	GLNK					16606699:0096:HT
P0A6Y8	P0AC65	DNAK	NRDH					16606699:0096:HT
P0A6Y8	P0AC81	DNAK	GLOA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0ACA3	DNAK	SSPA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0ACD4	DNAK	ISCU					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0ACE7	DNAK	HINT					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0ACF0	DNAK	HUPA					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P0ACF4	DNAK	HUPB					16606699:0096:HT
P0A6Y8	P0ACG8	DNAK	HSLR					16606699:0096:HT
P0A6Y8	P0ACK5	DNAK	DEOR					16606699:0096:HT
P0A6Y8	P0ACP1	DNAK	CRA					16606699:0096:HT
P0A6Y8	P0ACU0	DNAK	CECR					16606699:0096:HT
P0A6Y8	P0ACV6	DNAK	MPAA					16606699:0096:HT
P0A6Y8	P0ACX3	DNAK	YDHR					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0ACY1	DNAK	YDJA					16606699:0096:HT
P0A6Y8	P0AD61	DNAK	PYKF					16606699:0096:HT
P0A6Y8	P0ADI4	DNAK	ENTB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0ADJ3	DNAK	YHJR					16606699:0096:HT
P0A6Y8	P0ADK6	DNAK	YIBA					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P0ADQ2	DNAK	FABY					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0ADV7	DNAK	MLAC					16606699:0096:HT
P0A6Y8	P0ADX9	DNAK	RSMD					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AE72	DNAK	MAZE					16606699:0096:HT
P0A6Y8	P0AEF0	DNAK	DNAC					16606699:0096:HT
P0A6Y8	P0AEI1	DNAK	MIAB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AEI4	DNAK	RIMO					16606699:0096:HT
P0A6Y8	P0AEL6	DNAK	FEPB					16606699:0096:HT
P0A6Y8	P0AEM0	DNAK	FKPB					16606699:0096:HT
P0A6Y8	P0AEM4	DNAK	FLGM					16606699:0096:HT
P0A6Y8	P0AES4	DNAK	GYRA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AF03	DNAK	MOG					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AF12	DNAK	MTNN					16606699:0096:HT
P0A6Y8	P0AF67	DNAK	TSAE					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AFC0	DNAK	NUDB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AFD1	DNAK	NUOE					16606699:0096:HT
P0A6Y8	P0AFP2	DNAK	ATL					16606699:0096:HT
P0A6Y8	P0AFQ5	DNAK	RUTC					16606699:0096:HT
P0A6Y8	P0AFZ3	DNAK	SSPB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AG07	DNAK	RPE					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AG55	DNAK	RPLF					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AG78	DNAK	SBP					16606699:0096:HT
P0A6Y8	P0AG80	DNAK	UGPB					16606699:0096:HT
P0A6Y8	P0AG84	DNAK	YGHA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AGB3	DNAK	RPOH					15690043:0096:HT|26545493:0006:LC|15690043:0676:HT|16606699:0096:HT
P0A6Y8	P0AGG2	DNAK	TESB					16606699:0096:HT
P0A6Y8	P0AGG4	DNAK	TRXC					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0AGJ9	DNAK	TYRS					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0C079	DNAK	RELB					16606699:0096:HT
P0A6Y8	P0C0V0	DNAK	DEGP					16606699:0096:HT
P0A6Y8	P0C8J7	DNAK	GATY					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0CE47	DNAK	TUFA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0CE48	DNAK	TUFB					15690043:0676:HT
P0A6Y8	P0CG19	DNAK	RPH					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0DM85	DNAK	CRFC					16606699:0096:HT
P0A6Y8	P0DMC7	DNAK	RCSB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P0DMC9	DNAK	RCSA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P10346	DNAK	GLNQ					16606699:0096:HT
P0A6Y8	P10371	DNAK	HISA					16606699:0096:HT
P0A6Y8	P10408	DNAK	SECA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P10443	DNAK	DNAE					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P12282	DNAK	MOEB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P12994	DNAK	YBHB					16606699:0096:HT
P0A6Y8	P12996	DNAK	BIOB					16606699:0096:HT
P0A6Y8	P14509	DNAK	APHA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P15038	DNAK	HELD					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P15047	DNAK	ENTA					16606699:0096:HT
P0A6Y8	P15082	DNAK	SRLR					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P15288	DNAK	PEPD					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P16659	DNAK	PROS					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P16700	DNAK	CYSP					16606699:0096:HT
P0A6Y8	P16918	DNAK	RHSC					16606699:0096:HT
P0A6Y8	P17117	DNAK	NFSA					16606699:0096:HT
P0A6Y8	P17444	DNAK	BETA					16606699:0096:HT
P0A6Y8	P17802	DNAK	MUTY					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P17952	DNAK	MURC					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P17993	DNAK	UBIG					16606699:0096:HT
P0A6Y8	P19636	DNAK	EUTC					16606699:0096:HT
P0A6Y8	P19932	DNAK	HYAF					16606699:0096:HT
P0A6Y8	P21513	DNAK	RNE					15690043:0096:HT|16139413:0004:LC|16139413:0007:LC|15690043:0676:HT|8632981:0019:LC|9732274:0019:LC
P0A6Y8	P21517	DNAK	MALZ					16606699:0096:HT
P0A6Y8	P21599	DNAK	PYKA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P21893	DNAK	RECJ					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P22106	DNAK	ASNB					16606699:0096:HT
P0A6Y8	P22188	DNAK	MURE					16606699:0096:HT
P0A6Y8	P22939	DNAK	ISPA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P23367	DNAK	MUTL					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P23721	DNAK	SERC					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P23839	DNAK	YICC					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P23840	DNAK	DIND					16606699:0096:HT
P0A6Y8	P23869	DNAK	PPIB					16606699:0096:HT
P0A6Y8	P23872	DNAK	AES					16606699:0096:HT
P0A6Y8	P23878	DNAK	FEPC					16606699:0096:HT
P0A6Y8	P24175	DNAK	MANB					16606699:0096:HT
P0A6Y8	P24182	DNAK	ACCC					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P24186	DNAK	FOLD					16606699:0096:HT
P0A6Y8	P24188	DNAK	TRHO					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P24211	DNAK	RHSE					16606699:0096:HT
P0A6Y8	P24255	DNAK	RPON					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P26646	DNAK	ACUI					16606699:0096:HT
P0A6Y8	P27836	DNAK	WECG					16606699:0096:HT
P0A6Y8	P27896	DNAK	NARQ					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P28043	DNAK	SSB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P28224	DNAK	MLIC					16606699:0096:HT
P0A6Y8	P28304	DNAK	QORA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P28630	DNAK	HOLA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P28635	DNAK	METQ					16606699:0096:HT
P0A6Y8	P28905	DNAK	HOLC					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P30011	DNAK	NADC					16606699:0096:HT
P0A6Y8	P30126	DNAK	LEUD					16606699:0096:HT
P0A6Y8	P30139	DNAK	THIG					16606699:0096:HT
P0A6Y8	P30176	DNAK	YBIA					16606699:0096:HT
P0A6Y8	P30192	DNAK	INSZ		B1239/B1240			16606699:0096:HT
P0A6Y8	P30750	DNAK	METN					16606699:0096:HT
P0A6Y8	P31068	DNAK	FLIH					16606699:0096:HT
P0A6Y8	P31443	DNAK	YIDF					16606699:0096:HT
P0A6Y8	P31473	DNAK	RAVA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P31545	DNAK	EFEB					16606699:0096:HT
P0A6Y8	P31550	DNAK	THIB					16606699:0096:HT
P0A6Y8	P31551	DNAK	CAID					16606699:0096:HT
P0A6Y8	P31552	DNAK	CAIC					16606699:0096:HT
P0A6Y8	P31574	DNAK	FIXB					16606699:0096:HT
P0A6Y8	P31600	DNAK	NFRA					16606699:0096:HT
P0A6Y8	P31663	DNAK	PANC					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P31828	DNAK	PQQL					16606699:0096:HT
P0A6Y8	P32134	DNAK	YIHM					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P32704	DNAK	YJCF					16606699:0096:HT
P0A6Y8	P33224	DNAK	AIDB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P33347	DNAK	YEHK					16606699:0096:HT
P0A6Y8	P33593	DNAK	NIKD					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P33594	DNAK	NIKE					16606699:0096:HT
P0A6Y8	P33666	DNAK	YDBA		B1401/B1405			16606699:0096:HT
P0A6Y8	P33916	DNAK	YEJF					16606699:0096:HT
P0A6Y8	P36645	DNAK	HOFB					16606699:0096:HT
P0A6Y8	P36649	DNAK	CUEO					16606699:0096:HT
P0A6Y8	P36673	DNAK	TRER					16606699:0096:HT
P0A6Y8	P36677	DNAK	YHDN					16606699:0096:HT
P0A6Y8	P36930	DNAK	GATR		B2087/B2090			16606699:0096:HT
P0A6Y8	P37024	DNAK	HRPB					16606699:0096:HT
P0A6Y8	P37095	DNAK	PEPB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P37306	DNAK	ARCC					16606699:0096:HT
P0A6Y8	P37313	DNAK	DPPF					16606699:0096:HT
P0A6Y8	P37342	DNAK	YJJI					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P37349	DNAK	DHAM					15690043:0676:HT
P0A6Y8	P37388	DNAK	XYLG					16606699:0096:HT
P0A6Y8	P37680	DNAK	SGBE					16606699:0096:HT
P0A6Y8	P37685	DNAK	ALDB					16606699:0096:HT
P0A6Y8	P37750	DNAK	WBBJ					16606699:0096:HT
P0A6Y8	P37903	DNAK	USPF					16606699:0096:HT
P0A6Y8	P38035	DNAK	RTCR					16606699:0096:HT
P0A6Y8	P38051	DNAK	MENF					16606699:0096:HT
P0A6Y8	P38506	DNAK	YGDG					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P39177	DNAK	USPG					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P39199	DNAK	PRMB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P39265	DNAK	ALSB					16606699:0096:HT
P0A6Y8	P39286	DNAK	RSGA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P39347	DNAK	INTB					16606699:0096:HT
P0A6Y8	P39451	DNAK	ADHP					16606699:0096:HT
P0A6Y8	P40191	DNAK	PDXK					16606699:0096:HT
P0A6Y8	P42184	DNAK	PRSA					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P42630	DNAK	TDCG					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P45428	DNAK	DCUD					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P45465	DNAK	YRAN					16606699:0096:HT
P0A6Y8	P45578	DNAK	LUXS					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P45579	DNAK	HCXA					16606699:0096:HT
P0A6Y8	P45748	DNAK	TSAC					16606699:0096:HT
P0A6Y8	P46853	DNAK	YHHX					16606699:0096:HT
P0A6Y8	P46890	DNAK	YBAE					16606699:0096:HT
P0A6Y8	P52119	DNAK	RATB					16606699:0096:HT
P0A6Y8	P52126	DNAK	YFJK					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P52613	DNAK	FLIJ					16606699:0096:HT
P0A6Y8	P52614	DNAK	FLIK					16606699:0096:HT
P0A6Y8	P60422	DNAK	RPLB					16606699:0096:HT
P0A6Y8	P60438	DNAK	RPLC					16606699:0096:HT
P0A6Y8	P60566	DNAK	FIXA					16606699:0096:HT
P0A6Y8	P60716	DNAK	LIPA					16606699:0096:HT
P0A6Y8	P60723	DNAK	RPLD					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P62601	DNAK	TREF					16606699:0096:HT
P0A6Y8	P62623	DNAK	ISPH					16606699:0096:HT
P0A6Y8	P63386	DNAK	MLAF					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P64479	DNAK	YDIZ					16606699:0096:HT
P0A6Y8	P64524	DNAK	CBTA					16606699:0096:HT
P0A6Y8	P64572	DNAK	YGHR					16606699:0096:HT
P0A6Y8	P65556	DNAK	YFCD					16606699:0096:HT
P0A6Y8	P67910	DNAK	HLDD					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P68688	DNAK	GRXA					16606699:0096:HT
P0A6Y8	P68919	DNAK	RPLY					16606699:0096:HT
P0A6Y8	P69411	DNAK	RCSF					16606699:0096:HT
P0A6Y8	P69822	DNAK	ULAB					16606699:0096:HT
P0A6Y8	P69908	DNAK	GADA					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P69910	DNAK	GADB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P69924	DNAK	NRDB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P71244	DNAK	WCAM					16606699:0096:HT
P0A6Y8	P75682	DNAK	YAGE					16606699:0096:HT
P0A6Y8	P75684	DNAK	YAGP					16606699:0096:HT
P0A6Y8	P75746	DNAK	PXPA					16606699:0096:HT
P0A6Y8	P75749	DNAK	YBGP					16606699:0096:HT
P0A6Y8	P75898	DNAK	RUTA					16606699:0096:HT
P0A6Y8	P75938	DNAK	FLGF					16606699:0096:HT
P0A6Y8	P75970	DNAK	XISE					16606699:0096:HT
P0A6Y8	P75991	DNAK	YCGZ					16606699:0096:HT
P0A6Y8	P76002	DNAK	PLIG					16606699:0096:HT
P0A6Y8	P76010	DNAK	YCGR					16606699:0096:HT
P0A6Y8	P76062	DNAK	RACR					16606699:0096:HT
P0A6Y8	P76068	DNAK	YNAK					16606699:0096:HT
P0A6Y8	P76069	DNAK	YDAY					16606699:0096:HT
P0A6Y8	P76078	DNAK	PAAB					16606699:0096:HT
P0A6Y8	P76100	DNAK	YDCK					16606699:0096:HT
P0A6Y8	P76165	DNAK	YDFX					16606699:0096:HT
P0A6Y8	P76213	DNAK	CHO					16606699:0096:HT
P0A6Y8	P76270	DNAK	MSRC					16606699:0096:HT
P0A6Y8	P76342	DNAK	MSRP					16606699:0096:HT
P0A6Y8	P76356	DNAK	YOEA		B1995|B1998			16606699:0096:HT
P0A6Y8	P76556	DNAK	EUTP					16606699:0096:HT
P0A6Y8	P77169	DNAK	YAGJ					16606699:0096:HT
P0A6Y8	P77183	DNAK	PAOD					16606699:0096:HT
P0A6Y8	P77187	DNAK	YAHF					16606699:0096:HT
P0A6Y8	P77188	DNAK	ECPB					16606699:0096:HT
P0A6Y8	P77202	DNAK	DSBG					16606699:0096:HT
P0A6Y8	P77228	DNAK	YDFJ		B4600			15690043:0096:HT|15690043:0676:HT
P0A6Y8	P77280	DNAK	YDJJ					16606699:0096:HT
P0A6Y8	P77286	DNAK	YDEU					16606699:0096:HT
P0A6Y8	P77297	DNAK	YAHE					16606699:0096:HT
P0A6Y8	P77301	DNAK	YBAP					16606699:0096:HT
P0A6Y8	P77316	DNAK	YBDR					16606699:0096:HT
P0A6Y8	P77324	DNAK	PAOB					16606699:0096:HT
P0A6Y8	P77475	DNAK	YQAB					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P77489	DNAK	PAOC					16606699:0096:HT
P0A6Y8	P77552	DNAK	YDHQ					16606699:0096:HT
P0A6Y8	P77554	DNAK	YAHJ					16606699:0096:HT
P0A6Y8	P77580	DNAK	MHPF					16606699:0096:HT
P0A6Y8	P77607	DNAK	YAGL					16606699:0096:HT
P0A6Y8	P77609	DNAK	FLXA					16606699:0096:HT
P0A6Y8	P77657	DNAK	YAGK					16606699:0096:HT
P0A6Y8	P77721	DNAK	YDJF					16606699:0096:HT
P0A6Y8	P77730	DNAK	YDCR					15690043:0096:HT|15690043:0676:HT
P0A6Y8	P77756	DNAK	QUEC					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P0A6Y8	P77791	DNAK	MAA					16606699:0096:HT
